name,country,primary_fuel,commissioning_year
Caetité 1,BRA,Wind,2014.0
Caetité 2,BRA,Wind,2014.0
Caetité 3,BRA,Wind,2014.0
Caetité A,BRA,Wind,2015.0
Caetité B,BRA,Wind,2015.0
Caetité C,BRA,Wind,2015.0
Caititu,BRA,Wind,2016.0
Caju,BRA,Hydro,2007.0
Caju,BRA,Hydro,2011.0
Cajucoco,BRA,Wind,2014.0
Calango 1,BRA,Wind,2016.0
Calango 2,BRA,Wind,2016.0
Calango 3,BRA,Wind,2016.0
Calango 4,BRA,Wind,2016.0
Calango 5,BRA,Wind,2016.0
Calango 6,BRA,Wind,2016.0
Calheiros,BRA,Hydro,2008.0
Calçados Azaléia,BRA,Oil,2002.0
Camargos,BRA,Hydro,1960.0
Camaçari,BRA,Gas,1996.0
Camaçari,BRA,Gas,2003.0
Cambará,BRA,Hydro,2012.0
Camera Ijui,BRA,Oil,2010.0
Camera Santa Rosa,BRA,Oil,2009.0
Camera São Luiz Gonzaga,BRA,Oil,2012.0
Caminho da Praia,BRA,Wind,2012.0
Campina Grande,BRA,Oil,2011.0
Campo Belo,BRA,Wind,2011.0
Campo Florido,BRA,Biomass,2002.0
Campo Lindo,BRA,Biomass,2011.0
Campo Maior,BRA,Oil,2002.0
Campo dos Ventos I,BRA,Wind,2016.0
Campo dos Ventos II,BRA,Wind,2014.0
Campo dos Ventos III,BRA,Wind,2016.0
Campo dos Ventos V,BRA,Wind,2016.0
Campos (Antiga Roberto Silveira),BRA,Gas,1968.0
Campos Novos,BRA,Hydro,2007.0
Camurim,BRA,Wind,2009.0
Cana Brava,BRA,Hydro,2002.0
Canabrava,BRA,Biomass,2012.0
Canastra,BRA,Hydro,1905.0
Canatiba Tupis,BRA,Oil,2014.0
Canaã,BRA,Biomass,2006.0
Canaã,BRA,Hydro,2015.0
Candiba,BRA,Wind,2014.0
Candiota III,BRA,Coal,2011.0
Canoa Quebrada,BRA,Hydro,2006.0
Canoa Quebrada,BRA,Wind,2010.0
Canoas I,BRA,Hydro,1999.0
Canoas II,BRA,Hydro,1999.0
Cantú 2,BRA,Hydro,2015.0
Capivara (Escola de Engenharia Mackenzie),BRA,Hydro,1977.0
Capivari,BRA,Hydro,2017.0
Capuava,BRA,Oil,1999.0
Capão do Inglês,BRA,Wind,2015.0
Caracaraí,BRA,Oil,1975.0
Caramuru Sorriso,BRA,Biomass,2016.0
Carandaí,BRA,Hydro,1936.0
Carangola,BRA,Hydro,2008.0
Carauari,BRA,Oil,1999.0
Caravela,BRA,Wind,2009.0
Carcará I,BRA,Wind,2015.0
Carcará II,BRA,Wind,2014.0
Careiro da Várzea,BRA,Oil,2006.0
Cargil Três Lagoas,BRA,Biomass,2013.0
Cargill Uberlândia,BRA,Biomass,2011.0
Carlos Gonzatto,BRA,Hydro,2006.0
Carrefour - RPN,BRA,Oil,2003.0
Carrefour - SON,BRA,Oil,2001.0
Carrefour BGU,BRA,Oil,2005.0
Carrefour CPS,BRA,Oil,2005.0
Carrefour SAV,BRA,Oil,2005.0
Carrefour SPT,BRA,Oil,2001.0
Casa de Força,BRA,Biomass,2014.0
Casa de Geradores de Energia Elétrica F-242,BRA,Gas,2003.0
Casca III,BRA,Hydro,1970.0
Cascata,BRA,Wind,2011.0
Cascata Chupinguaia,BRA,Hydro,2009.0
Cascata das Andorinhas,BRA,Hydro,2003.0
Castaman III,BRA,Hydro,1997.0
Castro Alves,BRA,Hydro,2008.0
Catanduva (Antiga Cerradinho),BRA,Biomass,2001.0
Catas Altas I,BRA,Hydro,1962.0
Caterpillar,BRA,Oil,2002.0
Catuai Shopping Center Londrina,BRA,Oil,2008.0
Caucaia,BRA,Oil,2002.0
Cavernoso II,BRA,Hydro,2013.0
Cazuza Ferreira,BRA,Hydro,2016.0
Caçador,BRA,Hydro,2008.0
Caçu,BRA,Hydro,2010.0
Caçú I,BRA,Biomass,2010.0
Ceasa-PE,BRA,Oil,2008.0
Cebrace Barra Velha,BRA,Oil,2015.0
Cebrace Caçapava,BRA,Oil,2015.0
Cebrace Jacarei,BRA,Oil,2015.0
Cedasa,BRA,Oil,2006.0
Celpav IV,BRA,Gas,2003.0
Celso Furtado (Antiga Termobahia Fase I),BRA,Gas,2004.0
Cencosud - GBarbosa - 153,BRA,Oil,2014.0
Cencosud - GBarbosa - 31,BRA,Oil,2012.0
Cencosud - GBarbosa - 35,BRA,Oil,2012.0
Cencosud - GBarbosa - 6,BRA,Oil,2012.0
Cencosud - GBarbosa - 81,BRA,Oil,2012.0
Cencosud - GBarbosa - 84,BRA,Oil,2012.0
Cencosud - M. Rodrigues - 10,BRA,Oil,2013.0
Cencosud - M. Rodrigues - 607,BRA,Oil,2011.0
Cencosud - M. Rodrigues - 806,BRA,Oil,2012.0
Cenibra,BRA,Biomass,1976.0
Center Shopping Uberlândia,BRA,Oil,2000.0
Central Energética Ribeirão Preto (Antiga Galo Bravo),BRA,Biomass,1986.0
Central GH Engenheiro Bernardo Figueiredo,BRA,Hydro,1950.0
Central I,BRA,Hydro,1970.0
Central Mineirão,BRA,Solar,2014.0
Central Olho D Água,BRA,Biomass,2015.0
Central de Cogeração Shopping Caxias,BRA,Gas,2008.0
Cepasa,BRA,Biomass,2014.0
Cerradão,BRA,Biomass,2009.0
Cerro Chato I (Antiga Coxilha Negra V),BRA,Wind,2012.0
Cerro Chato II (Antiga Coxilha Negra VI),BRA,Wind,2011.0
Cerro Chato III (Antiga Coxilha Negra VII),BRA,Wind,2011.0
Cerro Chato IV,BRA,Wind,2014.0
Cerro Chato V,BRA,Wind,2014.0
Cerro Chato VI,BRA,Wind,2014.0
Cerro dos Trindade,BRA,Wind,2013.0
Cervejaria Petrópolis,BRA,Oil,2011.0
Cervejaria Petrópolis - Alagoinhas,BRA,Oil,2013.0
Cervejatia Petrópolis - Itapissuma,BRA,Oil,2013.0
Cerâmicos Fortaleza,BRA,Oil,2008.0
Cesar Filho,BRA,Hydro,2014.0
Cevasa,BRA,Biomass,2006.0
Chaminé,BRA,Hydro,1930.0
Chapadão Agroenergia,BRA,Biomass,2012.0
Chavantes,BRA,Hydro,1970.0
Chris Cintos,BRA,Oil,2010.0
Chupinguaia,BRA,Oil,2000.0
Chupinguaia,BRA,Hydro,1995.0
Chuí 09,BRA,Wind,2015.0
Chuí I,BRA,Wind,2015.0
Chuí II,BRA,Wind,2015.0
Chuí IV,BRA,Wind,2015.0
Chuí V,BRA,Wind,2015.0
Cia Minuano,BRA,Oil,2013.0
Cia de Alimentos Ibituruna,BRA,Oil,2007.0
Cidade Nova,BRA,Oil,2008.0
Cidezal,BRA,Hydro,2011.0
Citrosuco,BRA,Biomass,1985.0
Citrovita Catanduva,BRA,Biomass,2011.0
Clealco Clementina,BRA,Biomass,1983.0
Clealco Queiroz,BRA,Biomass,2010.0
Coaracy Nunes,BRA,Hydro,1975.0
Cocais Grande,BRA,Hydro,2009.0
Cocal II,BRA,Biomass,2010.0
Cocamar Maringá,BRA,Biomass,2010.0
Codajás,BRA,Gas,1985.0
Codora,BRA,Biomass,2011.0
Coelhos I,BRA,Wind,2009.0
Coelhos II,BRA,Wind,2009.0
Coelhos III,BRA,Wind,2009.0
Coelhos IV,BRA,Wind,2009.0
Cogeracao Diesel - Cargilll de Castro Pr,BRA,Oil,2014.0
Cogeração De Millus Av. Brasil,BRA,Gas,2013.0
Cogeração International Paper - Fases I e II,BRA,Oil,1976.0
Coinbra - Frutesp,BRA,Biomass,2001.0
Coinbra - Frutesp,BRA,Biomass,2004.0
Colino 1,BRA,Hydro,2008.0
Colino 2,BRA,Hydro,2008.0
Colombo Ariranha 2,BRA,Biomass,2015.0
Colombo Palestina,BRA,Biomass,2007.0
Colombo Santa Albertina,BRA,Biomass,2009.0
Color Visão do Brasil Indústria Acrílica,BRA,Oil,2010.0
Colorado,BRA,Biomass,1981.0
Colorado do Oeste,BRA,Oil,1984.0
Colônia,BRA,Wind,2014.0
Comendador Venâncio,BRA,Hydro,2005.0
Comigo,BRA,Biomass,2008.0
Companhia Brasileira de Vidros Planos,BRA,Oil,2014.0
Companhia Maranhense de Refrigerantes - Varzea Grande,BRA,Oil,2010.0
Component,BRA,Oil,2003.0
Comvap,BRA,Biomass,2009.0
Condominio Edificio Faria Lima Financial Center,BRA,Oil,2002.0
Condominio de Administraçao do Goiania Shopping,BRA,Oil,2014.0
Condomínio Canoas Shopping Center,BRA,Oil,2004.0
Condomínio Civil Pantanal Shopping,BRA,Oil,2015.0
Condomínio Edifício Nova São Paulo,BRA,Oil,1996.0
Condomínio Edifícios New York e Los Angeles,BRA,Oil,2012.0
Condomínio Edilício Pátio Belém,BRA,Oil,2013.0
Condomínio SP Market Center,BRA,Oil,2006.0
Congonhal I,BRA,Hydro,2001.0
Conquista de Minas,BRA,Biomass,2012.0
Conquista do Pontal,BRA,Biomass,2010.0
Conselvan,BRA,Biomass,2012.0
Consórcio Condomínio Catarina Fashion Outlet,BRA,Oil,2014.0
Contagem,BRA,Gas,2006.0
Contestado,BRA,Hydro,2007.0
Continental,BRA,Biomass,2006.0
Cooperfrigo,BRA,Biomass,2001.0
Copebrás Catalão,BRA,Oil,2003.0
Copesul,BRA,Oil,1999.0
Coplasa,BRA,Biomass,2007.0
Coqueiral,BRA,Hydro,2010.0
Coqueirinho,BRA,Wind,2016.0
Coqueiros,BRA,Wind,2014.0
Corfio,BRA,Oil,2009.0
Corona,BRA,Biomass,1977.0
Coronel Araújo,BRA,Hydro,2007.0
Corredor do Senandes II,BRA,Wind,2015.0
Corredor do Senandes III,BRA,Wind,2015.0
Corredor do Senandes IV,BRA,Wind,2015.0
Corrente Grande,BRA,Hydro,2011.0
Corrente Grande,BRA,Hydro,2012.0
Corrupião,BRA,Wind,2016.0
Corumbataí,BRA,Hydro,2008.0
Corumbá I,BRA,Hydro,1996.0
Corumbá III,BRA,Hydro,2009.0
Corumbá IV,BRA,Hydro,2006.0
Coruripe,BRA,Biomass,2006.0
Coruripe Energética - Filial Campo Florido,BRA,Biomass,2008.0
Coruripe Iturama,BRA,Biomass,2002.0
Cory,BRA,Oil,2002.0
Cosipar,BRA,Coal,2000.0
Costa Bioenergia,BRA,Biomass,2010.0
Costa Branca,BRA,Wind,2014.0
Costa Pinto,BRA,Biomass,1977.0
Cotiporã,BRA,Hydro,2008.0
Cotovelo do Jacuí,BRA,Hydro,2001.0
Coxilha Seca,BRA,Wind,2015.0
Crato,BRA,Oil,2002.0
Cristalino,BRA,Hydro,2005.0
Cristina,BRA,Hydro,2011.0
Criúva,BRA,Hydro,2010.0
Cruz Alta,BRA,Wind,2011.0
Cruzeiro do Sul,BRA,Oil,2000.0
Cruzeiro do Sul  CEA,BRA,Oil,2016.0
Cuiabá (Antga Mário Covas),BRA,Gas,2001.0
Curuá-Una,BRA,Hydro,1977.0
Córrego Santa Cruz,BRA,Hydro,2010.0
DVPA,BRA,Biomass,2010.0
Da Fazenda,BRA,Hydro,2016.0
Da Ilha,BRA,Hydro,2008.0
Da Mata,BRA,Biomass,2009.0
Da Pedra,BRA,Biomass,2012.0
Da Prata,BRA,Wind,2014.0
Dacal,BRA,Biomass,2010.0
Dacalda,BRA,Biomass,2010.0
Daia,BRA,Oil,2002.0
Dalapria,BRA,Hydro,1985.0
Dalba,BRA,Hydro,2014.0
Damascena,BRA,Wind,2016.0
Dardanelos,BRA,Hydro,2011.0
Dasa,BRA,Biomass,1986.0
Decasa,BRA,Biomass,2004.0
Delta,BRA,Biomass,2001.0
Delta do Parnaíba,BRA,Wind,2014.0
Derivação do Rio Jordão,BRA,Hydro,1997.0
Destil,BRA,Biomass,1981.0
Destilaria Melhoramentos,BRA,Biomass,2002.0
Destilaria Porto Alegre,BRA,Biomass,1989.0
Diacal II,BRA,Hydro,1999.0
Diamante,BRA,Biomass,1989.0
Diamante (Antiga Camargo Corrêa),BRA,Hydro,2005.0
Dianópolis,BRA,Hydro,1994.0
Distribuidora Amaral,BRA,Oil,2013.0
Distrito - Bloco Soenergy,BRA,Oil,2015.0
Divino,BRA,Hydro,2013.0
Divisa,BRA,Hydro,2011.0
Do Atlântico,BRA,Oil,2011.0
Doce Mineiro,BRA,Oil,2014.0
Doido,BRA,Hydro,2015.0
Dois Córregos,BRA,Biomass,2001.0
Dois Riachos,BRA,Wind,2015.0
Dois Vizinhos,BRA,Biomass,2003.0
Dona Francisca,BRA,Hydro,2001.0
Dona Maria Piana,BRA,Hydro,2010.0
Dos Araçás,BRA,Wind,2014.0
Dourados,BRA,Hydro,2002.0
Dourados,BRA,Wind,2015.0
Dreen Boa Vista,BRA,Wind,2015.0
Dreen Olho D Água,BRA,Wind,2015.0
Dreen São Bento do Norte,BRA,Wind,2015.0
Dunas de Paracuru,BRA,Wind,2012.0
Durandé,BRA,Hydro,2013.0
EMPRESA DE MINERAÇÃO ESPERANÇA S A - EMESA,BRA,Oil,2015.0
ENGEFLEX BAHIA,BRA,Oil,2012.0
ERB Candeias,BRA,Biomass,2014.0
ESPIGÃO I,BRA,Gas,2015.0
ETA006,BRA,Oil,2013.0
ETERNIT RIO DE JANEIRO,BRA,Oil,2012.0
Ecoluz,BRA,Biomass,2008.0
Edifício Odebrecht,BRA,Oil,2013.0
Edifício Rochaverá,BRA,Oil,2008.0
Edifício Sky,BRA,Gas,2013.0
Editora o Dia,BRA,Oil,2002.0
Egídio,BRA,Biomass,1997.0
Eirunepé,BRA,Oil,1987.0
Eldorado,BRA,Biomass,2011.0
Eldorado Brasil,BRA,Biomass,2013.0
Electron (TG),BRA,Oil,1973.0
Elekeiroz,BRA,Oil,1998.0
Elektro 4UGs,BRA,Oil,2010.0
Eloy Chaves,BRA,Hydro,1954.0
Embaúba,BRA,Hydro,2012.0
Emborcação,BRA,Hydro,1982.0
Embuaca,BRA,Wind,2014.0
Emiliana,BRA,Wind,2014.0
Enacel,BRA,Wind,2010.0
EnergyWorks Corn Products Balsa,BRA,Gas,2002.0
EnergyWorks Corn Products Mogi,BRA,Gas,2003.0
Energética Itajubara,BRA,Biomass,2012.0
Energética Santa Helena,BRA,Biomass,1981.0
Enervale,BRA,Biomass,2012.0
Engenheiro Ernesto Jorge Dreher,BRA,Hydro,2009.0
Engenheiro Henrique Kotzian,BRA,Hydro,2011.0
Engenheiro José Gelásio da Rocha,BRA,Hydro,2007.0
Engenheiro José Luiz Muller de Godoy Pereira (Antiga Foz do Rio Claro),BRA,Hydro,2010.0
Engenho Coradini,BRA,Biomass,2010.0
Enguia Pecém,BRA,Oil,2002.0
Envira,BRA,Oil,2011.0
Equipav,BRA,Biomass,2002.0
Equipav II,BRA,Biomass,2008.0
Ernesto Lavratti Neto,BRA,Hydro,2015.0
Esmeralda,BRA,Hydro,2006.0
Esperança,BRA,Hydro,2012.0
Espigão,BRA,Hydro,2004.0
Espigão,BRA,Wind,2016.0
Espirito Santo,BRA,Oil,1999.0
Espora,BRA,Hydro,2006.0
Espraiado,BRA,Hydro,2010.0
Ester,BRA,Biomass,1954.0
Estivas,BRA,Biomass,1976.0
Estreito,BRA,Hydro,2011.0
Estreito (Luiz Carlos Barreto de Carvalho),BRA,Hydro,1969.0
Estrela,BRA,Wind,2017.0
Eternit,BRA,Oil,2008.0
Eternit Simões Filho,BRA,Oil,2010.0
Euclides da Cunha,BRA,Hydro,1960.0
Eurus I,BRA,Wind,2014.0
Eurus II,BRA,Wind,2015.0
Eurus III,BRA,Wind,2014.0
Eurus IV,BRA,Wind,2015.0
Eurus VI,BRA,Wind,2014.0
Euzébio Rocha (Antiga Cubatão - CCBS),BRA,Gas,2009.0
Extra Caraguatatuba,BRA,Oil,2012.0
Eólica Canoa Quebrada,BRA,Wind,2008.0
Eólica Icaraizinho,BRA,Wind,2009.0
Eólica Paracuru,BRA,Wind,2008.0
Eólica Praias de Parajuru,BRA,Wind,2009.0
Eólica de Taíba,BRA,Wind,1998.0
Eólica Água Doce,BRA,Wind,2006.0
Eólio - Elétrica de Palmas,BRA,Wind,1999.0
F PIO - LOJAS VISÃO BELÉM,BRA,Oil,2013.0
FBA,BRA,Oil,2009.0
FERROUS RESOURCES DO BRASIL S A,BRA,Oil,2015.0
FIRMENICH 1,BRA,Oil,2010.0
FIRMENICH 2,BRA,Oil,2009.0
FNS-PO,BRA,Oil,2015.0
FORTALEZA - 2,BRA,Oil,2014.0
Faria Lemos,BRA,Hydro,2013.0
Faria Lima Square,BRA,Oil,2005.0
Farias,BRA,Hydro,2015.0
Farol,BRA,Wind,2015.0
Faxinal II,BRA,Hydro,2005.0
Faxinal dos Guedes,BRA,Hydro,2007.0
Faxinal l,BRA,Hydro,1997.0
Fazenda Rosário,BRA,Wind,2011.0
Fazenda Rosário 2,BRA,Wind,2013.0
Fazenda Rosário 3,BRA,Wind,2011.0
Fazenda Velha,BRA,Hydro,2016.0
Faísa I,BRA,Wind,2014.0
Faísa II,BRA,Wind,2014.0
Faísa III,BRA,Wind,2014.0
Faísa IV,BRA,Wind,2014.0
Faísa V,BRA,Wind,2014.0
Feijó,BRA,Oil,2012.0
Feijó  CEA,BRA,Oil,2016.0
Feixos,BRA,Hydro,2011.0
Fernando Gasparian (Antiga Nova Piratininga),BRA,Gas,2004.0
Ferradura,BRA,Hydro,2003.0
Ferrari,BRA,Biomass,1982.0
Ferreira Gomes,BRA,Hydro,2014.0
Fibrasa Nordeste,BRA,Oil,2007.0
Fibria - MS (Antiga VCP - MS),BRA,Biomass,2009.0
Figueira,BRA,Coal,1963.0
Figueirópolis,BRA,Hydro,2010.0
Fischer,BRA,Biomass,2010.0
Fleixeiras I,BRA,Wind,2014.0
Flor do Sertão,BRA,Hydro,2007.0
Floraplac,BRA,Biomass,2000.0
Flores,BRA,Oil,2008.0
Fonte Boa,BRA,Oil,2002.0
Fontes Nova,BRA,Hydro,1940.0
Fortaleza,BRA,Gas,2003.0
Foz do Chapecó,BRA,Hydro,2010.0
Foz do Rio Choró,BRA,Wind,2009.0
Francisco Gross (Antiga Santa Fé),BRA,Hydro,2009.0
Frango Sertanejo,BRA,Oil,2007.0
França,BRA,Hydro,1958.0
Frascal,BRA,Hydro,2015.0
Frederico João Cerutti SA,BRA,Hydro,2003.0
Frigobet,BRA,Oil,2012.0
Fronteira,BRA,Biomass,2007.0
Fumaça,BRA,Hydro,1964.0
Fumaça,BRA,Hydro,2003.0
Fumaça IV,BRA,Hydro,2008.0
Fundão,BRA,Hydro,2006.0
Fundão I,BRA,Hydro,2006.0
Funfarme,BRA,Oil,1996.0
Funil,BRA,Hydro,1970.0
Funil,BRA,Hydro,2014.0
Funil,BRA,Hydro,2008.0
Funil,BRA,Hydro,2002.0
Funil,BRA,Hydro,1970.0
Furlan,BRA,Biomass,1976.0
Furlan Avaré,BRA,Biomass,2014.0
Furnas,BRA,Hydro,1963.0
Furnas do Segredo,BRA,Hydro,2005.0
Furquim,BRA,Hydro,2003.0
GE Celma,BRA,Gas,2007.0
GNA-RD,BRA,Oil,2011.0
GPA - Loja1370,BRA,Oil,2005.0
GPA - Loja1382,BRA,Oil,2007.0
GRAFITE ITAPECERICA,BRA,Oil,2008.0
GTBX-ST-RJO,BRA,Oil,2011.0
Gabriel Passos,BRA,Oil,2003.0
Galheiros I,BRA,Hydro,2012.0
Galpões,BRA,Wind,2015.0
Galvani,BRA,Biomass,1996.0
Galópolis,BRA,Hydro,2009.0
Garganta da Jararaca,BRA,Hydro,2006.0
Gargaú,BRA,Wind,2010.0
Garibaldi,BRA,Hydro,2013.0
Gasa,BRA,Biomass,1996.0
Gavião Peixoto,BRA,Hydro,2007.0
Gedore,BRA,Oil,2009.0
Geolab,BRA,Oil,2015.0
Geraldiscos,BRA,Oil,2009.0
Geramar I (Antiga Tocantinópolis),BRA,Oil,2010.0
Geramar II (Antiga Nova Olinda),BRA,Oil,2010.0
Geração Diesel Irmãos Hort,BRA,Oil,2006.0
Giasa II,BRA,Biomass,2003.0
Girassol,BRA,Hydro,2010.0
Global I,BRA,Oil,2010.0
Global II,BRA,Oil,2010.0
Globo,BRA,Gas,1998.0
Glória,BRA,Hydro,1983.0
Glória,BRA,Hydro,2013.0
Goiandira,BRA,Hydro,2010.0
Goiasa,BRA,Biomass,2005.0
Gonçalves Salles,BRA,Oil,2012.0
Governador Bento Munhoz da Rocha Neto (Foz do Areia),BRA,Hydro,1980.0
Governador Jayme Canet Júnior - GJC (Antiga Mauá),BRA,Hydro,2012.0
Governador José Richa (Salto Caxias),BRA,Hydro,1999.0
Governador Leonel Brizola (Antiga TermoRio),BRA,Gas,2004.0
Governador Ney Aminthas de Barros Braga (Segredo),BRA,Hydro,1992.0
Governador Pedro Viriato Parigot de Souza (Capivari/Cachoeira),BRA,Hydro,1971.0
Grafite Pedra Azul,BRA,Oil,2012.0
Grafite Salto da Divisa,BRA,Oil,2008.0
Granja Viana,BRA,Oil,2009.0
Gravatá Fruitrade,BRA,Wind,2010.0
Graça Brennand (Antiga Terra Santa),BRA,Hydro,2008.0
Greif,BRA,Oil,2005.0
Grupo Geradores Moore,BRA,Oil,2002.0
Guajirú,BRA,Wind,2013.0
Guanambi,BRA,Wind,2014.0
Guaporé,BRA,Hydro,2003.0
Guarani,BRA,Biomass,1980.0
Guarani Tanabi 2,BRA,Biomass,2015.0
Guariba,BRA,Oil,2005.0
Guaricana,BRA,Hydro,1957.0
Guariroba,BRA,Biomass,2009.0
Guary,BRA,Hydro,1914.0
Guatapará,BRA,Waste,2014.0
Guaçu,BRA,Biomass,2013.0
Guaíra Energética,BRA,Biomass,2010.0
Guilman Amorim,BRA,Hydro,1997.0
Guirapá,BRA,Wind,2014.0
Gusa Nordeste,BRA,Biomass,2008.0
HORIZONTE TÊXTIL,BRA,Oil,2009.0
HOUSTON BIKE,BRA,Oil,2001.0
Henry Borden,BRA,Hydro,1926.0
Heringer,BRA,Oil,2010.0
Hiper Bompreço Rotula,BRA,Oil,2010.0
Hiperideal,BRA,Oil,2001.0
Hospital Mater Dei - Contorno I,BRA,Gas,2014.0
Hospital Mater Dei - Contorno II,BRA,Oil,2014.0
Hospital Santa Helena,BRA,Oil,2012.0
Hospital São Luiz,BRA,Oil,2012.0
Hospital São Vicente de Paulo,BRA,Oil,2015.0
IGW/Service Energy,BRA,Gas,2002.0
INPLASUL,BRA,Oil,2015.0
ITALSPEED CAÇAPAVA,BRA,Oil,1999.0
ITALSPEED SABARÁ,BRA,Oil,1998.0
IUNI EDUCACIONAL - UNIC BEIRA RIO,BRA,Oil,2004.0
Iacanga,BRA,Biomass,2010.0
Iaco Agrícola,BRA,Biomass,2014.0
Ibirama,BRA,Hydro,2010.0
Ibirapuitã I,BRA,Wind,2015.0
Ibitinga,BRA,Hydro,1969.0
Ibitiúva Bioenergética (Antiga Destilaria Andrade),BRA,Biomass,1987.0
Ibéria,BRA,Biomass,2005.0
Icaraí,BRA,Wind,2013.0
Icaraí I,BRA,Wind,2014.0
Icaraí II,BRA,Wind,2014.0
Igaporã,BRA,Wind,2014.0
Igarapava,BRA,Hydro,1998.0
Igarapé,BRA,Oil,1963.0
Iguatemi (Antiga Santa Terezinha - Iguatemi),BRA,Biomass,1990.0
Iguatemi Bahia,BRA,Gas,2004.0
Iguatu,BRA,Oil,2002.0
Ilha Comprida,BRA,Hydro,2013.0
Ilha Grande,BRA,Wind,2014.0
Ilha Solteira,BRA,Hydro,1973.0
Ilha da Luz,BRA,Hydro,2012.0
Ilha dos Pombos,BRA,Hydro,1924.0
Ilhéus,BRA,Wind,2014.0
Imcopa,BRA,Gas,2008.0
Indaiazinho  (Antiga Indaiazinho Grande),BRA,Hydro,2012.0
Indaiá Grande,BRA,Hydro,2012.0
Indiavaí,BRA,Hydro,2003.0
Indústria de Feltros Santa Fé,BRA,Oil,2006.0
Inhambu,BRA,Wind,2016.0
Inhapim,BRA,Hydro,2014.0
Interlagos,BRA,Biomass,2007.0
Inxú,BRA,Hydro,2016.0
Iolando Leite,BRA,Biomass,2008.0
Ipatinga,BRA,Gas,1986.0
Ipaussu Bioenergia,BRA,Biomass,2011.0
Ipiranga Filial Descalvado,BRA,Biomass,2004.0
Ipixuna,BRA,Oil,2011.0
Ipojuca,BRA,Biomass,1987.0
Ipê (Antiga Ceni),BRA,Biomass,2012.0
Iracema,BRA,Biomass,1905.0
Irani,BRA,Biomass,2004.0
Irapé,BRA,Hydro,2006.0
Irara,BRA,Hydro,2008.0
Isamu Ikeda,BRA,Hydro,1982.0
Itaenga,BRA,Biomass,2007.0
Itaguaçu,BRA,Hydro,2013.0
Itaipava,BRA,Hydro,1914.0
Itaipu (Parte Brasileira),BRA,Hydro,1989.0
Itajaí Biogás,BRA,Waste,2013.0
Itaminas,BRA,Oil,2013.0
Itapagipe,BRA,Biomass,2006.0
Itapebi,BRA,Hydro,2003.0
Itapicuru,BRA,Oil,2004.0
Itapiranga,BRA,Oil,2009.0
Itarema I,BRA,Wind,2016.0
Itarema II,BRA,Wind,2016.0
Itarema III,BRA,Wind,2016.0
Itarema IX,BRA,Wind,2016.0
Itarema V,BRA,Wind,2016.0
Itautinga,BRA,Oil,2005.0
Itaú Centro Empresarial Torre E6,BRA,Oil,2015.0
Itaú Mooca,BRA,Oil,2002.0
Itaú Unibanco - Tatuapé,BRA,Oil,2009.0
Itaúba,BRA,Hydro,1979.0
Itiquira (Casas de Forças  I e  II),BRA,Hydro,2002.0
Ituiutaba,BRA,Biomass,2010.0
Itumbiara,BRA,Hydro,1980.0
Itumbiara,BRA,Biomass,2010.0
Itupararanga,BRA,Hydro,1914.0
Itutinga,BRA,Hydro,1955.0
Itá,BRA,Hydro,2000.0
Ivan Botelho I (Antiga Ponte),BRA,Hydro,2003.0
Ivan Botelho II (Antiga Palestina),BRA,Hydro,2003.0
Ivan Botelho III (Antiga Triunfo),BRA,Hydro,2005.0
JB,BRA,Biomass,2006.0
JBS GOIÂNIA,BRA,Oil,2015.0
JF Pasqua,BRA,Oil,2003.0
Jacarepaguá,BRA,Oil,2015.0
Jacareí,BRA,Gas,2011.0
Jacaré Pepira,BRA,Hydro,2010.0
Jaci-Paraná,BRA,Oil,2003.0
Jacuí,BRA,Hydro,1962.0
Jaguara,BRA,Hydro,1971.0
Jaguari,BRA,Hydro,1973.0
Jaguari,BRA,Hydro,1919.0
Jalles Machado,BRA,Biomass,2003.0
Jamari,BRA,Hydro,2015.0
Japungu,BRA,Biomass,1998.0
Jaraguá,BRA,Oil,2005.0
Jaraqui,BRA,Gas,2006.0
Jararaca,BRA,Hydro,2008.0
Jardim Sul Shopping,BRA,Oil,1999.0
Jari Celulose,BRA,Biomass,1976.0
Jataí,BRA,Biomass,2013.0
Jataí,BRA,Hydro,2008.0
Jauru,BRA,Hydro,2003.0
Jesus Soares Pereira (Antiga Vale do Açú),BRA,Gas,2008.0
Jirau,BRA,Hydro,2013.0
Joana,BRA,Wind,2014.0
Jorda Flor,BRA,Hydro,1949.0
Jordão  BBF Acre,BRA,Oil,2016.0
Jorge Lacerda I e II,BRA,Coal,1965.0
Jorge Lacerda III,BRA,Coal,1979.0
Jorge Lacerda IV,BRA,Coal,1997.0
José Barasuol (Antiga Linha 3 Leste),BRA,Hydro,2003.0
José Bonifácio,BRA,Biomass,2006.0
João Baptista de Lima Figueiredo,BRA,Hydro,1952.0
João Borges,BRA,Hydro,2013.0
João Camilo Penna (Antiga Cachoeira do Emboque),BRA,Hydro,1998.0
João Franco,BRA,Hydro,2015.0
João Neiva,BRA,Biomass,2002.0
João de Deus,BRA,Hydro,1928.0
Juazeiro do Norte,BRA,Oil,2002.0
Juba I,BRA,Hydro,1995.0
Juba II,BRA,Hydro,1995.0
Juiz de Fora,BRA,Gas,2002.0
Juliões,BRA,Hydro,2017.0
Junco Novo,BRA,Biomass,2007.0
Jupiá (Eng° Souza Dias),BRA,Hydro,1969.0
Juremas,BRA,Wind,2014.0
